,pvalue,ttest
LIBIPW_DEBUG,3.394550421362941e-16,8.159903422779601
BTRFS_DEBUG,3.3445578045384557e-16,8.161696622957423
IR_LIRC_CODEC,3.274406203663195e-16,8.16425797192618
VIDEO_TW9903,3.2726522802315674e-16,8.164322701321021
SGI_PARTITION,3.0105094968609904e-16,8.17440331906344
RESET_TI_SYSCON,2.9212511377965276e-16,8.178034264753693
RTC_DRV_DS1347,2.847378733048736e-16,8.181123007938382
RTC_DRV_RX4581,2.8427203662576143e-16,8.181320421857782
SERIAL_FSL_LPUART_CONSOLE,2.8271111390015796e-16,8.181984247436011
BLK_CGROUP,2.8128702435377557e-16,8.182593040085873
IR_TTUSBIR,2.7358588992933953e-16,8.185938809868142
LOCKD_V4,2.6226234414917744e-16,8.191030887530717
INFINIBAND_IPOIB_DEBUG_DATA,2.6207866378443817e-16,8.19111526090448
QED_RDMA,2.575460371457148e-16,8.19321599669118
SND_HDA_INPUT_BEEP,2.49259743935739e-16,8.197152425315636
STX104,2.488682271058908e-16,8.197341593645325
HPWDT_NMI_DECODING,2.467621795988085e-16,8.198364228301187
SCHED_DEBUG,2.3663592775196427e-16,8.203404559894608
PADATA,2.3410241855251183e-16,8.204698863284458
PREEMPT_COUNT,2.2395392440717897e-16,8.21002574018615
CRYPTO_FIPS,2.182106440840979e-16,8.213146802498963
MAC80211_MESSAGE_TRACING,2.1043515302584963e-16,8.217503795760832
ISDN_DIVAS,2.0402864725527773e-16,8.221214635564166
MEDIA_TUNER_MAX2165,1.9326436832022694e-16,8.227716253356053
BOOT_PRINTK_DELAY,1.8875371339519147e-16,8.23054750061178
F2FS_FAULT_INJECTION,1.8307811782497362e-16,8.234206263653494
BT_SELFTEST_SMP,1.8120985415098213e-16,8.235435138504755
CRYPTO_RNG_DEFAULT,1.783762829260002e-16,8.23732300334227
VIDEO_KS0127,1.7018318816451062e-16,8.24295275706404
HISAX_1TR6,1.6567248417254036e-16,8.246167378197498
NCPFS_NFS_NS,1.6362640672593974e-16,8.247654098266649
FB_DEFERRED_IO,1.5963937309341411e-16,8.250604563911473
IP_VS_NFCT,1.5300170285175753e-16,8.255681575088857
JFS_STATISTICS,1.5207921932364278e-16,8.256404294879067
RTC_DRV_SNVS,1.4180529646407337e-16,8.264758975796253
RSI_SDIO,1.375648759085526e-16,8.268382655608221
REISERFS_FS_XATTR,1.367929718383147e-16,8.269054123257717
ATH9K_DEBUGFS,1.338929586878533e-16,8.27161062788518
IP_ROUTE_MULTIPATH,1.3292948226506933e-16,8.272472076064552
MFD_TC3589X,1.3086183970897322e-16,8.274341736586928
PCI_HERMES,1.2928733577640552e-16,8.275785117835039
DVB_IX2505V,1.2598989122565193e-16,8.278864962246345
JFS_SECURITY,1.2449696515232976e-16,8.280285598977956
VIA_RHINE_MMIO,1.130623124490564e-16,8.291758755820593
INPUT_PCAP,1.114490316343642e-16,8.293468928310235
FW_LOADER,1.0971759128502971e-16,8.295331730378239
VIDEO_VPX3220,1.0927310364814139e-16,8.295814616656763
AFS_DEBUG,1.0487014932344504e-16,8.300705357230427
MFD_SEC_CORE,9.904582891429696e-17,8.307495657140963
JOLIET,9.573004707948355e-17,8.311539501496817
JFS_DEBUG,9.419412005257288e-17,8.31345971771383
NCPFS_EXTRAS,9.070816632469603e-17,8.317934983580436
NETFILTER_XT_TARGET_CONNSECMARK,9.040953442567778e-17,8.318326220921389
ISDN_AUDIO,8.768629374670212e-17,8.32195389969052
IP_MROUTE,8.765766678103174e-17,8.32199262137568
SERIAL_XILINX_PS_UART_CONSOLE,8.630906949893365e-17,8.323831050624957
ZISOFS,8.550110975600476e-17,8.324946092901806
DVB_USB_DW2102,8.544530283875186e-17,8.32502349364651
CAPI_EICON,8.25171205237177e-17,8.329156255589469
QUOTA,8.207228546544852e-17,8.329796709199371
ISDN_DRV_AVMB1_AVM_CS,8.070182802120271e-17,8.33179157288981
VIDEO_SAA7185,7.848625313736068e-17,8.335088373561806
DVB_USB_PCTV452E,7.6310214656099e-17,8.338416924391298
9P_FS_POSIX_ACL,7.628112818585116e-17,8.338462047272305
POSIX_MQUEUE_SYSCTL,7.043002782970509e-17,8.347902668329462
CFG80211_INTERNAL_REGDB,6.689514371824536e-17,8.353988560460364
SLIP_COMPRESSED,6.38241893760436e-17,8.359538941720736
KARMA_PARTITION,6.311071655833817e-17,8.360866142666092
VIDEO_GO7007_USB_S2250_BOARD,6.260349725800904e-17,8.361818701807907
NF_CT_PROTO_SCTP,6.082126571912338e-17,8.365227177279774
DVB_MANTIS,5.934917454122094e-17,8.368117644517449
VIDEO_ADV7170,5.847443853585343e-17,8.369868881261217
IP6_NF_MATCH_FRAG,5.4986607772842756e-17,8.37711842704534
RTC_DRV_R9701,5.389224754175016e-17,8.379486823402832
NCPFS_PACKET_SIGNING,5.0765118614183125e-17,8.386525506363213
PARAVIRT_CLOCK,4.96913956373645e-17,8.389041307689526
RTC_DRV_M41T94,4.946509126500629e-17,8.389578390709154
NFT_BRIDGE_REJECT,4.939022429485708e-17,8.389756604445072
DVB_DIB7000M,4.048500160275434e-17,8.413117594629304
DVB_M88RS2000,3.866969069433665e-17,8.418498906477314
CFG80211_CERTIFICATION_ONUS,3.864926415357936e-17,8.418560866277687
MFD_MAX8997,3.770216793766148e-17,8.421469746628256
HISAX_ELSA_CS,3.7629144630713226e-17,8.4216970124631
BRCMFMAC_PCIE,3.3009507721703597e-17,8.437037662332713
BRCMFMAC_PROTO_MSGBUF,3.3009507721703597e-17,8.437037662332713
NET_DSA_MV88E6XXX_GLOBAL2,2.9329226982675986e-17,8.450859208066737
FUNCTION_TRACER,2.8884939408820734e-17,8.452642335090706
MLX4_EN_DCB,2.7728069728008247e-17,8.457415465349072
DVB_USB,2.7265823934481037e-17,8.459377809603502
NFT_REDIR_IPV4,2.6627340633085216e-17,8.462142997599923
KEYBOARD_STMPE,2.6243773332040875e-17,8.463835806719173
HISAX_W6692,2.60689274095414e-17,8.464615574987281
HISAX_SEDLBAUER_CS,2.605891047692958e-17,8.464660404090477
RTC_DRV_MAX8925,2.5130165056843353e-17,8.46889249899785
IP_MULTIPLE_TABLES,2.4861675431403013e-17,8.470144729146126
MEDIA_TUNER_TDA18218,2.4315586971536357e-17,8.472733373323472
MFD_WM8400,2.428107649400601e-17,8.472898886207547
DVB_ZD1301_DEMOD,2.3808471139794397e-17,8.475189162886066
DVB_RTL2832,2.1670688576190833e-17,8.48614302863661
USB_ARMLINUX,2.10807551484898e-17,8.48935390362797
DEVFREQ_GOV_SIMPLE_ONDEMAND,2.089838441270604e-17,8.4903644655955
RADIO_WL128X,2.0549349006664412e-17,8.49232305643941
FAT_DEFAULT_UTF8,1.9715031643812014e-17,8.497141077465956
USB_SI4713,1.9180147652562783e-17,8.500336941506758
RT2500USB,1.916339057139495e-17,8.500438477818435
XEN_GNTDEV,1.7983421956154477e-17,8.507817934572023
ISDN_PPP,1.740377339402993e-17,8.51161990945932
RTC_DRV_MCP795,1.5930468877008522e-17,8.521876145208328
HISAX_ST5481,1.5558150124949186e-17,8.524616219934826
USB_F_OBEX,1.5208984738941496e-17,8.527245341204786
ATH5K_TRACER,1.500980476147331e-17,8.528771922073592
IPV6_PIMSM_V2,1.4670723266830814e-17,8.531417331877034
VIDEO_M52790,1.4587287946602353e-17,8.532077517509947
VIDEO_SAA7134_RC,1.4535500718116005e-17,8.532489163028236
WIZNET_W5100_SPI,1.4310124617909986e-17,8.534297648428302
VIDEO_BT819,1.1495831507799675e-17,8.559601563957285
VIDEO_TVAUDIO,1.062484746305835e-17,8.568688028204502
CIFS_FSCACHE,9.616887614745864e-18,8.580169733132237
NET_KEY_MIGRATE,9.178790466759925e-18,8.585535449681021
DVB_LGDT3306A,9.082224538459432e-18,8.586752133376553
NETPOLL,8.362893175094137e-18,8.596238780561173
NET_POLL_CONTROLLER,8.362893175094137e-18,8.596238780561173
HISAX_GAZEL,7.918166874459806e-18,8.602515634793347
MEDIA_TUNER_FC0012,7.825270061990883e-18,8.603870645367568
RTC_DRV_DS1511,7.704107214008696e-18,8.605662007366604
SERIAL_8250_CONSOLE,6.576323020511011e-18,8.623811302905809
SCSI_EATA_LINKED_COMMANDS,6.200847575379223e-18,8.63054311150969
BT_CMTP,5.773624432501476e-18,8.638710398649255
GOOGLE_COREBOOT_TABLE_OF,5.713336882529622e-18,8.639910705566894
XPOWER_PMIC_OPREGION,5.6921443104152655e-18,8.640335615269077
MAC_EMUMOUSEBTN,5.5523836698864385e-18,8.643177537641058
BT_HCIUART_SERDEV,5.523766914834502e-18,8.64376813942988
SND_JACK,5.4122038794067656e-18,8.646099818948734
DVB_DRX39XYJ,5.2661593960545205e-18,8.649224926561544
HPET_MMAP_DEFAULT,5.03729792670621e-18,8.654298550209829
WIL6210_TRACING,4.475899163702355e-18,8.667777435941455
